cvcv,876
vcvc,616
vccv,588
cvcc,520
ccvc,441
cvc,349
vcv,339
cvvc,189
ccv,154
vcvv,99
vvcv,90
ccvv,72
vvc,65
cvv,58
vvcc,36
vccc,32
vcc,27
cccv,25
ccc,7
cvvv,3
vvvc,2
vvv,1
cccc,1
