cvc,435
vccvc,406
cvccv,405
vcc,316
ccvcc,315
ccvc,310
cvcc,280
cvccc,169
cvcvc,164
cccvc,130
vcvc,115
vcccv,97
ccc,86
vccc,79
ccvcv,78
vcvcc,69
cvvcc,64
vvc,61
cvvc,59
ccvvc,59
vcv,51
cvcv,38
cvvcv,34
vvcc,34
ccv,32
vccvv,29
cccvv,25
vvccv,25
vvcvc,24
vccv,24
ccccv,19
cvv,19
vcvcv,19
ccvv,15
vcvvc,14
vcccc,14
cvcvv,13
vvcv,12
vvccc,8
cccv,8
cccc,7
ccccc,2
cvvvc,2
vcvv,2
vvvc,2
ccvvv,1
